少年巴比伦,上个世纪90年代的戴城，路小路（董子健饰）在一家糖精厂上班，他是个愣头青，不知道未来和生活目标在哪里。跟着一个叫“牛魔王”（尚铁龙饰）的师傅混，没学会半点技术。在钳工班，除了拧螺丝之外什么都不会。在电工班，也只会换灯泡。除此之外，他还喜欢迟到、打架、翻工厂的院墙，也结识了一帮兄弟们。直到某天，路小路遇见了一个叫白蓝（李梦饰）的厂医，他的人生由此发生了改变……,
牡丹仙子之皇帝昭曰,讲述的是一个关于“天下第一牡丹”的故事。一朝皇诏下，违天逆人伦。与牡丹结缘的少女瑞玉（袁菲 饰），守护花期，不肯违背天意，让牡丹花一夜开花，被武则天流放洛阳。流放途中无意得到武承嗣谋反证据，而被武三（郭丰周 饰）追杀。途径古县时，遇到瘟疫肆虐，民不聊生。瑞玉劝说押送官兵能稍作停留，为百姓治病。同时，狄仁杰得知证据去向，派出侍卫唐大成（黄榛 饰）暗中保护瑞玉（袁菲 饰），贫瘠的县城将掀起一场腥风血雨。,"爱情,奇幻"
少年,电影讲述的是一个经历残酷青春的少年为爱复仇不惜付出生命的故事。成长于福利学校的少年苏昂（欧豪 饰）与女孩林巧（郭姝彤 饰）相依为命，彼此取暖，然而受尽欺凌与屈辱。当少年一路野蛮成长，蜕变成为电脑天才，坏人也并未变老，于是苏昂开始编织自己的复仇计划。一具被发现的白骨引起小镇的轰动，刑侦队长张建宇（张译 饰）接手此案，展开调查。在案件的艰难推进中，一个个身份各异的人也被卷入此案：稀里糊涂的酒鬼，一心想发横财的屠夫申哥（周一围 饰），风流倜傥的音乐家李志民（郭晓冬 饰），性感的脑科医生韩云（余男 饰）......当迷局浮出水面，谁是真正的罪人？,"动作,悬疑,犯罪"
冰雪女皇之冬日魔咒,从冰雪女王那儿被解救出来的奥姆生活在小镇上，他厌倦了繁重的工作，谎言心魔再一次缠上了他。不久公主被北风绑架，国王宣布谁能够解救出公主，就可以迎娶她。为此，奥姆再次踏上漫长的征程，不过这一次，他将面临更严酷的考验...,
五女闹京城,五个性格各异的女孩组成了一个史上最有爱的无敌“铁蜜”队。兰依依的怂男老公因欠巨额债务莫名失踪，四个姐妹为帮助兰依依寻夫偿债，经历了一系列令人啼笑皆非的乌龙事件。她们一行五人上演着京城古惑仔式“兄弟”情义。,"喜剧,爱情"
生门,中南医院妇产科，形形色色的故事上演从没有停过，5万块钱能救一大两小三条人命，手里只有5千元的丈夫，借钱、贷款、抵押房产此时都行不通，“拯救小凤之女”变得不可能完成；李家福——“拆弹部队”首领，面对夏锦菊保住子宫的请求，露出艰难而犹豫的眼神。心脏两次停跳，换血2万毫升，相当于全身换血4次，他如何剪断“炸弹”上的红蓝线，她又能否在“鬼门关”前转身？命悬一线之际，“生死时速”让人目不转睛。年轻妈妈李双双腹中的胎儿，引产似乎已被当地优生科判定，李家福团队却提出实施刨宫产，抢救微弱的性命。救，可能倾家荡产，一生背负沉重的负担；不救，可自己的骨肉，如何走上内心的审判厅。年轻的爸爸该如何踏上这段产房的“釜山行”。,纪录片
摆渡人,每座城市都有属于自己的传奇，这座城市的传奇就是“摆渡人”。据说，他们能消除世间痛苦。酒吧老板陈末（梁朝伟 饰）和合伙人管春（金城武 饰），平时看起来吊儿郎当，但其实是“金牌摆渡人”，空手接白刃，人肉千斤顶，只要你“预约”，就“无所不能”。邻居女孩小玉（杨颖 饰）为了偶像马力（陈奕迅 饰），预约了他们的服务，但在帮助小玉挑战整个城市的过程中，陈末和管春也逐渐发现了自己躲不过的问题。从欢天喜地的生活，到惊天动地的疯狂，摆渡人最辉煌的篇章，从这里开启。,"喜剧,爱情"
铁道飞虎,1941年太平洋战争爆发以后，穿过山东境内的津浦铁路成为日军在中国大陆最重要的战略交通线之一。在津浦铁路枣庄段周边，活跃着一支民间抗日游击队，这支游击队主要由枣庄火车站的几名铁路工人组成，队长叫马原，是火车站的搬运工工头。他们白天在日本人占领并管理的火车站干活，晚上出来秘密活动，利用对铁路线的熟悉以及扒火车、开火车的特殊技能，以一支小小的游击队跟大批装备精良的日本正规军周旋较量，造成了非常大的影响，当地老百姓给这支队伍起了一个响亮的名头，叫铁道飞虎队。,"喜剧,动作,战争"
我的朋友圈,本片是国内第一部反映微信朋友圈百态、网红现象，倡导“世界无手机日” 拒做“低头族”的正能量喜剧电影。故事极接地气，讲述的都是发生在当下社会的一些热点趣事。剧中塑造了两种完全不同价值观的人物典型，李诚，忠厚老实诚实守信为了亲情爱情愿意放弃一切，余华，急功近利虚荣浮躁为了名利可以不择手段。两人是发小，1997年的夏天，一大汉用大哥大砸伤了李诚的脑袋致其昏迷失忆了近二十年，李诚康复后已是信息高度发达的今天，对微信朋友圈、微信红包等一无所知，与当今社会格格不入闹出了不少笑话。在余华的建议下两人开了一家“华诚网红策划公司”，网红公司开业不久故事就发生了惊人的巧合，当年用大哥大打伤李诚的那个大汉成了公司的大客户，想花100万把女儿捧成网红，而曾经偷过李诚和余华手机的两个小偷却离奇的成为了公司的员工，立志要转型干“朋友圈诈骗”，好戏就这样上演了……被骗的大汉暴怒给余华李诚发出了“最后通牒”，绝境中思想单纯为人朴实的李诚发动朋友圈的好友成功举办了“朋友圈年度盛典”，不仅兑现了大汉的“最后通牒”还意外的成为了超人气网红，同时还倡导推生了“世界无手机日”，各地纷纷响应拒做“低头族”……<br/>,喜剧
飞天窑女,发生在龙泉大窑的哥窑与弟窑的故事，通过南宋初年龙泉窑师章生一与汝州窑主女儿李飞天的一段凄美的爱情故事，及与南宋开国皇帝赵构的感情纠葛，表现了章生一与窑女李飞天忠贞不渝的爱情，展示了龙泉青瓷传统。,剧情
纯洁心灵·逐梦演艺圈,本片讲述了一群年轻人敢于追逐梦想的励志故事。海亚影视学院表演系2011级本科班学生形象、艺术条件均格外突出，被誉为“准明星班”，班主任文天阳年青英俊，刚刚留校，满腔热情。班里共有17名学生，8男9女，家庭背景、成长经历、性格各异，但他们有着同样的演艺梦想，然而影视圈各色人马纷繁复杂，都市中的诱惑也是林林总总，社会、人生的酸甜苦辣、大是大非一应俱全地摆在了这些少男少女和仍显稚嫩的文老师面前，何去何从，孰是孰非，青春这趟旅程，必须勇往直前，每个人都必须做出自己的选择……,
你好，疯子,七个互不认识的正常人莫名奇妙被关进了疯人院，为了逃出这堵高墙这七个人费尽了心思：能把“死人说活”的话唠律师马睿（王自健 饰）、出口成章但性格懦弱的历史老师萧乃恩（金士杰 饰）、“混不吝”的记者李正（周一围 饰）、一心只想回家见女儿的兽医韩沐山（刘亮佐 饰）、脾气暴躁的出租司机杨猛（李虹辰 饰）、貌美圆滑的公关莉莉（莫小棋 饰），外加一个失忆了的奇怪女人安希（万茜 饰）。这七个人想方设法证明自己不是疯子，为了逃出疯人院做出了一系列令人捧腹大笑的荒唐事，然而这一切都被疯人院里监控摄像记录下来……,"喜剧,悬疑"
失心者,艾青（菅纫姿 饰）和伟文（连凯 饰）在外人眼中是一对恩爱的夫妻，伟文事业有成，为照顾独居婆婆洪母（张瑞珈 饰）而双双回到家乡。婆婆求子心切，夫妻二人遵从旧习“引子”而领养了福利院的小女孩心心（王翊菲 饰）。心心来到家中之后发生了一系列诡异事件，让这个原本平静一家逐渐支离破碎，陷入崩溃。在心心的班主任黄灵（汤怡 饰）和她男友摄影记者蓝斌（刘挺 饰）的不断探寻之下，心心的身世之谜浮出水面，更深的阴谋也在逐渐逼近他们……,"剧情,惊悚,悬疑"
一路逆风,围绕邓紫棋出道10年，讲述了一个深受90后观众欢迎的年轻音乐人，如何在网络时代从一鸣惊人到走向巅峰，再从低谷的绝望到一路逆风飞扬。片中大曝猛料，不仅首次回应2014年与湖南卫视《我是歌手》的争议性话题，面对“被黑”经历潸然泪下；更有直面镜头袒露情伤，回忆上一段感情让人惋惜。,
求生者,影片讲述了几位“80后”年轻人，为释放工作、生活上的压力，来到小兴安岭“度假”，但却意外地遭受了暴风雪的袭击，被困在森林中危在旦夕。最终在当地林业局和公安人员的联合救援下，终于重回自己的生活。这一突发事件，也在另外一个角度上影响了这群年轻人的价值观，和对生命意义更深层次的探索。,"剧情,冒险,灾难"
甜水谣,地处毛乌沙漠的一个叫苦水濠的小村庄。功成名就的商人刘春生回到阔别已久的家乡。此行他即是为了还愿，为养育他的这片土地和世世代代啜饮苦水的乡亲们打一口甜水井。同时也是为了凭吊年轻时一段逝去的爱情。,"剧情,爱情"
冒牌卧底,讲述了小导游韦宝宝（潘粤明 饰）因为一个误会而被卷入黑帮斗争，被逼无奈假冒消失已久的线人，成为警方卧底、双面间谍。他凭借自己“忍者无敌”的信条和一张能说会道的嘴一次次化险为夷，最终事情的真相却出乎他的意料……,"喜剧,犯罪"
难忘金银滩,技术精英潘国强（王一 饰）与新娘蓝梅（翟佳 饰）洞房之夜不辞而别，他同魏建（稽波 饰）等其他顶尖理工达人被神秘组织暗送到在中国版图上没有标记的边境。潜伏执行一项代号为“596”的国家级核军工项目。边境壮美又凶险，反派特工隐秘地策反渗透甚至武力打击。潘国强等突破了一个个难关却意外遭遇情感迷局。一次考察中邂逅藏族美少女卓玛（濡雪 饰），性格豪爽泼辣的她有着令人难以抗拒的吸引力，而此时妻子蓝梅几经周转来到另一基站，但他们不知道这两处只一墙之隔。一场凄美震撼的战地绝恋上演，研发危局也在决战之际。,"剧情,爱情,战争"
我的女神女汉子,离家出走的外地妹，在一天内所有的倒霉事都发生在她身上，被盗，失业，男友出轨，被老板索赔100万人民币，小白领背负着100万的债务行走上海滩，又在无家可归时遭遇熟盗抢劫，更是巧遇色老板潜规则，幸好男闺蜜肝胆相照，不料却在最狼狈的时候遇到了初恋，无言面对，从而产生了一系列悲喜交加趣味横生的故事，亲情，友情，爱情，梦想，只有经历过才懂得珍惜。,"剧情,喜剧,爱情"
大山里的春天,孙阔支教期间，学校转来一个新生——伟卫，这个男孩很让孙阔揪心，起初他不愿意和大家接触，很孤僻，但在孙阔和钟老师细心照料下，他愿意参加大家的合唱训练，并且成为合唱队的主力。但令人意外的是，合唱比赛当天，伟卫突然失踪，孙阔和钟老师发了疯似的找他，终于在他父母曾经住过的地方找到了他，并解开了他孤僻原因的心结。虽然合唱比赛大家没能参加，但大家收获了和睦和友爱，孙阔也和孩子们产生了深厚的感情。最后学校组织全校学生一起举行合唱表演，请来乡镇老师和学生家长观看表演，为大家的音乐课画上圆满的句号。与此同时，孙阔和这个破旧的学校、乡村女教师以及这些可爱的孩子也结下了不解之缘。,剧情
情圣,好友突然离世，令生活安稳的肖瀚（肖央 饰）开始唏嘘人生苦短。柳下惠自居的他，因为偶然邂逅性感美女模特yoyo（克拉拉 饰），重新找回了心跳的感觉，遂欲借工作之便亲近女神，再尝试一遍初恋的刺激。然而，肖瀚的几次示好，不是因伴侣沈红（代乐乐 饰）的警觉而作罢，就是因顶头上司马丽莲（闫妮 饰）的误会而被迫中断，各种阴差阳错笑料不断。洋相频出的肖瀚左右为难又心有不甘，只好求助于身边的好兄弟艾木（艾伦 饰）、汤怀（乔杉 饰）、刘磊（小沈阳 饰），以及“神助攻”同事常剑（常远 饰），几人结成“情圣五贱客”花式开撩。在他们的出谋划策之下，肖瀚经历了一些列令人啼笑皆非的惊险囧事……,"喜剧,爱情"
傻儿夫妻小神郎,一段千年的梦境让棒棒总公司经理吴坎和黄小仙喜结连理，然而，妻子黄小仙遭遇更年期，为了缓解心理压力竟以离婚结束这千年的命里姻缘。同时，富二代武达郎为追求吴坎的女儿吴小沫，竟以员工的身份进入了吴坎的公司，随后又被吴小沫揭穿。吴坎的婚姻陷入危机，武达郎的求爱也是屡屡碰壁，两人能否联手挽回各自心爱的女人。吴坎和黄小仙这对横亘千年的欢喜冤家能否再续前缘？,"喜剧,爱情"
人鱼校花,艾米和豆豆在游泳馆意外结识了随台风误入泳池的美人鱼Sunny。得知她必须在一周内找到真爱，否则将被迫出嫁。二人决定帮助她追求学校男神文少。过程中三人友情渐深，就在快要成功时，Sunny却决定离开。,"喜剧,爱情,奇幻"
掠夺者,当一家银行遭暴力抢劫后，所有证据都指向银行老板和他的高官客户。但随着FBI探员的深入调查和暴力抢劫案的继续，一场更大的阴谋渐渐浮现出来……,"动作,犯罪"
悟空圣诞奇遇记,圣诞临近，天宫的小仙女们都布置起圣诞配饰，过上西方节日。面子挂不住的玉帝授意下，悟空到人间驱逐圣诞老人，偶遇傻乎乎的驯鹿鲁道夫（替圣诞老人拉雪橇车的驯鹿）在城市中迷路，和收留鲁道夫的小女孩儿晶晶，废柴悟空和二货驯鹿一拍即合。因为一起暂住晶晶家。三人成为好朋友。悟空要驱逐圣诞老人，鲁道夫要回到主人身边，晶晶要向圣诞老人祈祷，希望在美国工作的爸爸每到圣诞节和春节都回家团聚。三人各自因不同目的一起出发寻找圣诞老人。旅途中，发生很多误会和趣事，三人脾气相投友谊渐深。也因为经历很多事情，令悟空逐渐意识到圣诞老人以及中西方的所有节日，所代表的符号其实是一种对亲情的期待。其实中国与外国的节日，含义是一样的。战神悟空逐渐转变认识，不知不觉身份转换，最后装扮成圣诞老人，解开晶晶的心结。并在最后，为保护孩子们的爱和期待，不惜与天界一战。,动画
爸爸的3次婚礼,影片讲述了一对年轻恋人从大学校园到步入社会历经铅华的现代爱情喜剧故事。顾史（张亮 饰）和钱小琼（董洁 饰）是一对郎才女貌的校园情侣，在大学校园相识的他们火速恋爱同居。然而世事难料，年纪尚轻的两人意外不断、误会频频，被命运捉弄的两人最终在一次“致命”误会后，因钱小琼远赴澳洲而就此别离……6年后，小琼有了儿子小天（张悦轩 饰），顾史有了女友，而当年这对无忧无虑而又亲密无间的恋人在闺蜜的婚礼上意外重逢。衣食无忧却唯独缺失父爱的小天对顾史产生了极大的好奇心，在人小鬼大的小天一路开启的“神助攻模式”下，上演了一场花样百出的爆笑追爱的这对昔日恋人又能否收获属于两个人共同的未来……,"喜剧,爱情,家庭"
